row_id,subject,time_step,activity,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,device,acc_magnitude,gyro_magnitude
15,1,14,Walking,0.2418729992459032,0.8297585685665335,10.023429575093706,0.4613774513494511,0.0679442422377138,0.1073358536923328,phone_A,10.060623354282626,0.47854629677266763
16,1,15,Walking,0.8487087035482652,0.7483170282249468,10.032432940826574,0.3927384855384623,0.2897499898086732,0.069330506187614,phone_A,10.096038606819613,0.4929556711362615
17,1,16,Walking,1.4913278519554125,0.2173257544183184,10.116787786607205,0.1697633602049527,0.3418893827977044,0.0157033805595848,phone_A,10.228425312079867,0.3820399778804188
18,1,17,Walking,1.2144930519810724,-0.0647637577085461,10.062464702169546,-0.0723579772260759,0.3182735174122483,-0.0824075684162232,phone_A,10.13569847617967,0.33663736585009174
19,1,18,Walking,0.9557771783491018,-0.4715594279852784,9.854671792893166,-0.2326643689083923,0.2622006732292635,-0.1595027096758564,phone_A,9.912135716101702,0.38512727246374023
20,1,19,Walking,0.3422755334955237,-0.672882551278233,9.815511539571173,-0.3642194487974893,0.1274162305085427,-0.1023599546037892,phone_A,9.844500508004415,0.39920954771378253
21,1,20,Walking,-0.5990509494094924,-0.7308624659896941,9.385982705356398,-0.3694231724207427,-0.0824573797001418,-0.0818485897290643,phone_A,9.43343486379327,0.38726204491152477
22,1,21,Walking,-1.096871149023073,-0.5544773168244173,9.312800606763965,-0.196527238331804,-0.1586167137739753,0.0268163903856249,phone_A,9.393552392666752,0.2539711323912526
23,1,22,Walking,-0.9798845656192476,0.0928163716947214,9.36561883607956,-0.0208156033693852,-0.2284507277346475,0.0413761831824514,phone_A,9.417197291313466,0.23309871917466507
24,1,23,Walking,-1.2035280389185066,0.4045625093804308,9.613885131328455,0.3037814325494669,-0.1935323942835707,0.1263090634485855,phone_A,9.697367574905964,0.3816961172296577
25,1,0,Walking Upstairs,-0.5321395630905538,-0.8079624178094578,9.726984219037366,-0.4411719385430535,0.0344351071917477,-0.0938880517289462,phone_A,9.774978147320876,0.45236425833900734
26,1,1,Walking Upstairs,-1.3055538523298165,-0.4496155871589418,9.502403001517646,-0.2422108045453594,-0.1188235171517703,-0.0088513879082967,phone_A,9.602202239111664,0.26993230472607477
27,1,2,Walking Upstairs,-1.4241028097211683,0.2761348463273145,9.856866061665746,0.1943986101991597,-0.2379696820517486,0.1567099844259638,phone_A,9.963038082012432,0.3449324693935915
28,1,3,Walking Upstairs,-1.1298731407108673,1.089261486847748,10.006178978132738,0.5389622962540515,-0.1607970857660225,0.2627015189897564,phone_A,10.128510336829159,0.6207641642796489
29,1,4,Walking Upstairs,0.1654304171083338,1.3921950856689345,10.41858350335621,0.7760400257388829,0.1320765268231767,0.2768961035533759,phone_A,10.512490503961063,0.8344781498934056
30,1,5,Walking Upstairs,1.0765599430458277,1.387484547841357,10.756514630634568,0.7374037055815662,0.3595477318570081,0.1607251373011549,phone_A,10.898931217349933,0.8359852667657602
31,1,6,Walking Upstairs,1.751702686703874,0.9286807404243272,10.970090173837075,0.3847906125855688,0.520945094535278,0.0883054341738534,phone_A,11.147815420177956,0.6536401584656345
32,1,7,Walking Upstairs,1.881566203385568,-0.0868677792878292,10.660158344741046,-0.0401733093541375,0.5522922630328831,-0.0928020442985847,phone_A,10.825285831041752,0.5614738266530712
33,1,8,Walking Upstairs,1.420617831420806,-0.4085728212301661,10.25072696457698,-0.3675556841084929,0.3602098294715866,-0.172376721528326,phone_A,10.356760597576075,0.5427356965349394
34,1,9,Walking Upstairs,0.1779962854725404,-0.9586364417708716,9.772561560725403,-0.5308166485542489,0.1897117027435405,-0.1941184476641243,phone_A,9.821080692230407,0.5961868970916318
35,1,10,Walking Upstairs,-0.8226402662029647,-0.6437369296038802,9.609780472889238,-0.3634105441809131,-0.0653996333840349,-0.0289615169167413,phone_A,9.666385828179921,0.3703823769170886
36,1,11,Walking Upstairs,-1.4909644334090204,-0.0759183878265072,9.622519182688876,-0.0318712881539402,-0.2180176756999542,0.0560524665272689,phone_A,9.737639034412616,0.22735295232301797
37,1,12,Walking Upstairs,-1.3771155006666875,0.7457292552889029,10.180761787351605,0.4289743478589275,-0.2249965428837119,0.2074431988958274,phone_A,10.300508229945203,0.5269488743689922
38,1,13,Walking Upstairs,-0.7840232523190274,1.1774265055763435,10.27859419624697,0.7253633635780217,-0.0486560967603437,0.2604719126617285,phone_A,10.37547706312016,0.7722467495942164
39,1,14,Walking Upstairs,0.2814185295846312,1.355560407044148,10.456111025686589,0.7568899743420491,0.202650240896136,0.2412951874118718,phone_A,10.54736925434129,0.8198615254193234
40,1,15,Walking Upstairs,1.3620129101890943,0.8693996710083465,11.018909088294553,0.5431559490531896,0.426895921777542,0.1749518746568358,phone_A,11.136754125487887,0.7126476488897648
41,1,16,Walking Upstairs,2.407843894718078,0.2571622967166856,10.660468056775413,0.201151652011553,0.6055986728506787,-0.0436079934099545,phone_A,10.93203658325898,0.6396197282407124
42,1,17,Walking Upstairs,1.7644530698109882,-0.2028925801461666,10.48420139431194,-0.2268367730354818,0.5000691191642629,-0.1725177724172875,phone_A,10.633576017085513,0.5755748668441799
43,1,18,Walking Upstairs,0.8596756914262234,-0.7770588559088268,10.087793857201651,-0.4965865281726725,0.3139520739806016,-0.1532487575452965,phone_A,10.154134510896084,0.6071649416826425
44,1,19,Walking Upstairs,-0.2589184801478444,-0.7183898259129404,9.750913547413038,-0.4918651965826483,0.0250520955959033,-0.1153236330228969,phone_A,9.780768769910697,0.5058245935466497
45,1,20,Walking Upstairs,-1.225981889210665,-0.0850089536972561,9.807005975274912,-0.2314325619607973,-0.1841492722374471,-0.0231853984932088,phone_A,9.883704989221354,0.296664032037267
46,1,21,Walking Upstairs,-1.385879461403155,0.3815506538743041,9.791576194643213,0.1207942913296842,-0.2117777951500728,0.1627145604088931,phone_A,9.896525004187817,0.2931162286628397
47,1,22,Walking Upstairs,-1.2223527126107845,0.953450706112057,10.074866303413868,0.5557282550512289,-0.1445534623246113,0.2527835356157689,phone_A,10.193436389887207,0.6273986872880156
48,1,23,Walking Upstairs,-0.1099422500155152,1.385156346295262,10.592772334229585,0.7010954469726718,0.0811397975633705,0.2774330077280768,phone_A,10.683518667875308,0.7583452817097778
49,1,0,Walking Downstairs,1.96189347763232,-0.6574406664631677,9.989876233494789,-0.1318978845709552,0.2933725021418679,-0.1685586084371923,phone_A,10.201905773336655,0.3631480158909807
50,1,1,Walking Downstairs,1.244464306202084,-1.289281875485064,9.370074467838595,-0.6974669835692581,0.199984721583599,-0.2985183187361747,phone_A,9.53987603151666,0.78458095099049
51,1,2,Walking Downstairs,0.0059332533750409,-1.4710546722945828,9.042217880824088,-0.8488433053285069,-0.15923053528155,-0.2837419887873948,phone_A,9.161099347603988,0.909064814283393
52,1,3,Walking Downstairs,-1.712831076833624,-1.257849206189548,8.61010078050343,-0.6544655194229052,-0.5349580509949944,-0.1491672708014647,phone_A,8.86847283210049,0.85834498141261
53,1,4,Walking Downstairs,-2.39664239330666,-0.2822856615804348,8.853319881311993,-0.1149201076643669,-0.6455314804106069,-0.0159109922203168,phone_A,9.176320225284359,0.655873984100707
54,1,5,Walking Downstairs,-1.9368384452252363,0.3370315549141841,9.09945410571586,0.4315030528091965,-0.5467351837964969,0.1543910888935546,phone_A,9.309403764685449,0.7134079156516158
55,1,6,Walking Downstairs,-0.6957156417050278,0.9706939158438452,9.535622022836897,0.6779208483796758,-0.2469790862016872,0.2282635775687635,phone_A,9.610117288294735,0.756755975551783
56,1,7,Walking Downstairs,1.0580291502647896,0.5147864561435648,10.088860631119298,0.5875655069387236,0.1098968730824936,0.1320156934200898,phone_A,10.15724074797815,0.6121590405823114
57,1,8,Walking Downstairs,1.6888944432262436,-0.0321361781570755,10.15168682867392,0.0841048295849576,0.3526995382506403,-0.08611762775862,phone_A,10.291265356688582,0.3726752372408206
58,1,9,Walking Downstairs,1.8865515422858348,-0.9635426314351856,9.84977468600543,-0.4243054445556924,0.2871860415395076,-0.2582250232728263,phone_A,10.0749964014568,0.5737517715693671
59,1,10,Walking Downstairs,0.6417572567532185,-1.6290587984668223,9.21981120069766,-0.8427859734716665,0.0237568022028215,-0.3017905169655843,phone_A,9.384593945502788,0.8955054990684553
60,1,11,Walking Downstairs,-1.105274472358856,-1.539201091802451,8.982703584714267,-0.8567888567828287,-0.3671947972384689,-0.2457212991148064,phone_A,9.180399520232905,0.9640011001367659
61,1,12,Walking Downstairs,-2.049705193054324,-0.8905409439127393,8.839104886291306,-0.4276790322158386,-0.5921342436319401,-0.0617904322251384,phone_A,9.117243538596394,0.7330418641477549
62,1,13,Walking Downstairs,-2.0189978281275405,0.0175308074562277,8.68644214154336,0.1658150346118783,-0.6580960456818641,0.1101179818567706,phone_A,8.918011921811619,0.687539817736873
63,1,14,Walking Downstairs,-1.1862616571013465,0.5993141425139681,9.267692139546249,0.5468675439588316,-0.4494823169575653,0.2140763970053429,phone_A,9.362505634387272,0.7395452438139908
64,1,15,Walking Downstairs,0.2793395671660551,0.999286881968746,9.72747739805006,0.6365614867837748,-0.0737598961373673,0.1497396597084424,phone_A,9.782659219038253,0.6580828324946375
65,1,16,Walking Downstairs,1.6240742412804643,0.5591366201485852,10.13131664647825,0.4110209103279645,0.2380003946366471,0.0176557206064796,phone_A,10.275885747340187,0.4752831798456184
66,1,17,Walking Downstairs,1.9252606611912575,-0.4478604991759906,9.98128386091244,-0.1420595523168415,0.3226251046284225,-0.1734516994967877,phone_A,10.175128262207012,0.3928783101665017
67,1,18,Walking Downstairs,1.2775773801714942,-1.282305258352417,9.60716624296392,-0.7304873157905235,0.1408878672016442,-0.3487744974927682,phone_A,9.776203453174938,0.8216475885419521
68,1,19,Walking Downstairs,-0.4474209407855488,-1.6937632011724375,9.088875798572609,-0.8995806128388265,-0.1574067183672794,-0.2788657315705512,phone_A,9.256169972606283,0.9548760391941005
69,1,20,Walking Downstairs,-1.492391868713333,-1.2878944984641727,8.858949381699142,-0.6853716388373137,-0.520633516507354,-0.1873982788630771,phone_A,9.075620633129372,0.8808584771427258
70,1,21,Walking Downstairs,-2.548222646283496,-0.5497434496668112,8.71487194127716,-0.1528586819193857,-0.6200529651757538,-0.015149351453321,phone_A,9.096408602758759,0.6387964927195771
71,1,22,Walking Downstairs,-1.902450609117552,0.3364939185948006,9.2079230173551,0.3804062669520193,-0.6131702294495116,0.1929894100842983,phone_A,9.408421375072487,0.7469481713105824
72,1,23,Walking Downstairs,-0.6806233533277808,0.8988925710154863,9.542809782486664,0.6760041410414748,-0.2517988142591302,0.1955541330887507,phone_A,9.609186986839477,0.7474126440833195
73,1,0,Sitting,0.1509641278151587,-0.1242958807163777,9.8315383604158,-0.0175054444327994,-0.0157966828393808,-0.0183697956110479,phone_A,9.833482911266865,0.029890218539005198
74,1,1,Sitting,0.1656335376530528,-0.1458656025518393,9.835766599312414,-0.0058811811471022,-0.0115307807101347,-0.0033572602989483,phone_A,9.838242517795187,0.013372299435218286
75,1,2,Sitting,0.135544030784343,-0.1493174501929855,9.865048252764876,-0.0122817891800081,-0.0222282398683317,-0.0153792941333162,phone_A,9.867109248133048,0.02968938667512869
76,1,3,Sitting,0.1379105242889449,-0.1717763148760879,9.797666026629624,-0.0187888802918703,-0.0318676376328582,-0.01735150754086,phone_A,9.80014214103216,0.04086126729388008
77,1,4,Sitting,0.1192219862109286,-0.0998935646580953,9.864488311282614,-0.0111811360109053,-0.0239548430215545,-0.0163914804923731,phone_A,9.865714482473507,0.031105191518676262
78,1,5,Sitting,0.1161889238273537,-0.1408519600704272,9.851924810091967,-0.0064220129474719,-0.0204714235645519,-0.0201284223398105,phone_A,9.853616676346888,0.029418953396519225
79,1,6,Sitting,0.120480087753521,-0.0775000291970129,9.841805795561706,0.0053083874152743,-0.0270495138378918,-0.0091022834333681,phone_A,9.842848318633312,0.029029411628868913
80,1,7,Sitting,0.1162213208143309,-0.1434736089346445,9.81670256281585,0.0004531515936755,-0.0333780356721247,-0.0078902118595773,phone_A,9.818438841214414,0.03430093373197724
81,1,8,Sitting,0.1424045908003401,-0.1266563617418186,9.829172017595605,0.0018168950095868,-0.0307129721165275,-0.0055581776484609,phone_A,9.831019451355752,0.031264694184947775
82,1,9,Sitting,0.067445606631752,-0.1406716628524052,9.786873487123032,-0.0086035228692368,-0.0211881746423811,-0.0050834388223818,phone_A,9.78811677900991,0.023426495698213604
83,1,10,Sitting,0.093541511479871,-0.166183314970596,9.763021109510593,-0.0015762609067178,-0.015274418304065,-0.0071281025865043,phone_A,9.76488341421924,0.01692933251659179
84,1,11,Sitting,0.0961868791469757,-0.1132329611872107,9.798772883112614,0.0012546463368399,-0.0295381262928994,-0.0095410642250501,phone_A,9.799899164483396,0.031066170489333755
85,1,12,Sitting,0.1289522563084444,-0.1124062479081755,9.855335387292772,0.0002898844494722,-0.0249966194385357,0.0014535211141291,phone_A,9.856819945854799,0.025040521958981717
86,1,13,Sitting,0.0842986590771024,-0.139324016385801,9.87301500391172,0.0046727255082967,-0.0221180100860508,-0.0102838858711481,phone_A,9.874357838002934,0.024835439244219763
87,1,14,Sitting,0.1446670894596746,-0.1099245480807358,9.84722591535805,0.0166202728956298,-0.0327769230569854,-0.012601168863749,phone_A,9.84890197946668,0.03885034894233854
88,1,15,Sitting,0.0971852689268312,-0.0979784030029615,9.80292556895451,0.0124697692049767,-0.0338118220793685,0.0005853244426718,phone_A,9.803896901457783,0.03604271162184452
89,1,16,Sitting,0.049020493199301,-0.1250451427459974,9.801348733744089,0.0050936382151191,-0.0289737920934402,-0.0067494023047757,phone_A,9.802268936167009,0.030182448708017895
90,1,17,Sitting,0.1033864461846275,-0.1054981353519429,9.850168692511348,0.0053902932899868,-0.0260077185080708,-0.0010997823583953,phone_A,9.851276155135848,0.0265831940327524
91,1,18,Sitting,0.1205517734993917,-0.0838097748006073,9.854190941239308,0.0250182943293308,-0.0304701464673649,-0.0063529462164225,phone_A,9.855284669396863,0.03993375517679814
92,1,19,Sitting,0.093646201408239,-0.1198247569584147,9.817477697488872,0.0088088420767101,-0.0299820222661662,-0.0019757634135092,phone_A,9.818655504910524,0.03131167512234798
93,1,20,Sitting,0.1156655253728873,-0.109564975544899,9.873004450383302,0.0198710767604338,-0.0300401840728084,-0.0074097978057499,phone_A,9.874289841548832,0.03677196560247167
94,1,21,Sitting,0.1303325419976452,-0.0822711248150709,9.81629656413877,0.0162709256692175,-0.0269513618388758,-0.0084439321707924,phone_A,9.817506472857787,0.032594768255168716
95,1,22,Sitting,0.1239213072244228,-0.1200416731898391,9.887981542597112,0.025354274355259,-0.0294003361104932,-0.0004639487518634,phone_A,9.889486613592618,0.03882569046309505
96,1,23,Sitting,0.0617833176167613,-0.1094575663954299,9.849373990410584,0.0125577813373964,-0.0228848171193236,0.0096922714205862,phone_A,9.850175944629285,0.027845158501848394
97,1,0,Standing,-0.015892928653652,0.0890886425911667,9.856219246786988,-0.0177091732349166,-0.014923906859586,-0.0147150218921891,phone_A,9.85663467985672,0.027438470837593865
98,1,1,Standing,-0.0466774093043209,0.0483978771174164,9.800764078747129,-0.0145401426223807,-0.0141492876289851,-0.0240533510218436,phone_A,9.80099472820534,0.0314671540382499
99,1,2,Standing,-0.0605026280371142,0.0914641840528975,9.792493814191662,-0.0044620600841702,-0.0254767070606839,-0.0290012868615411,phone_A,9.793107850215161,0.038859326068217424
100,1,3,Standing,-0.0135337102900545,0.0967608378447145,9.813931363370653,-0.0225565453629088,-0.0212163312060196,-0.0308874064660927,phone_A,9.814417691641456,0.04373742478420636
101,1,4,Standing,-0.0321697449831559,0.0421682663964165,9.809952845412784,-0.0172548230737809,-0.0348877575503259,-0.0197263169927474,phone_A,9.810096221974867,0.043634987433207297
102,1,5,Standing,-0.0429236712041275,0.0634504652381144,9.831457011216852,-0.0146697974305262,-0.0297275877232331,-0.021559273788659,phone_A,9.831755457012424,0.03954408571189314
103,1,6,Standing,-0.0751612484983643,0.0925683169234008,9.778584504883169,-0.0137494537161054,-0.0244205819030143,-0.0284257275806525,phone_A,9.779311480145985,0.03991784421111218
104,1,7,Standing,-0.1303563100232899,0.1239810894121149,9.85279714628422,-0.0126170812698485,-0.0468092663867814,-0.0229124759104868,phone_A,9.854439389631516,0.05362163473624487
105,1,8,Standing,-0.08709674682218,0.0827698131884166,9.758806746146746,-0.0052792570683603,-0.0345172867228714,-0.0287549506741581,phone_A,9.75954639283617,0.04523450923991563
106,1,9,Standing,-0.0717831699518549,0.1434917476938523,9.788981580224586,-0.0090343071714182,-0.040846829053049,-0.0147227365053815,phone_A,9.790296373609984,0.044349082515464044
107,1,10,Standing,-0.1411567464700386,0.1017313296992197,9.773449382359235,0.0061191959960723,-0.0431965631914664,-0.006936125033761,phone_A,9.774998072636869,0.04417575649240953
108,1,11,Standing,-0.1333110987037736,0.118474416708528,9.790229455341018,-0.0078677717887259,-0.0430440563325313,-0.0081186894864841,phone_A,9.79185379918833,0.044503996870568226
109,1,12,Standing,-0.1207462128807609,0.068315144734922,9.781355578066838,-0.0055100493356519,-0.0478959384059294,-0.0142735759352232,phone_A,9.782339370084461,0.050280379169657066
110,1,13,Standing,-0.1612490312505148,0.0776115359707536,9.793918684656244,-0.0004610291353132,-0.0627194352190022,-0.0074245696521911,phone_A,9.79555348115938,0.06315904002258471
111,1,14,Standing,-0.1167053133175618,0.1080231750211079,9.74953991455638,0.0106402746076843,-0.046461573270039,0.0038331236596656,phone_A,9.750836768299743,0.04781826085758893
112,1,15,Standing,-0.1168079342071607,0.1438129240555818,9.779395248439414,0.0136199448962574,-0.0457566887918793,-0.0012804519836436,phone_A,9.781150120298664,0.04775790013658889
113,1,16,Standing,-0.1429892010504029,0.1317690594789731,9.773199385245585,0.0166643128120793,-0.0411778230848844,-0.0098918036231348,phone_A,9.77513351419906,0.045510001257169086
114,1,17,Standing,-0.1420324089480332,0.1592206053405019,9.781122757989673,0.020899735069289,-0.0640429678875629,-0.0104865497084089,phone_A,9.783449637690179,0.0681782104972022
115,1,18,Standing,-0.1512262735075646,0.1021494768948541,9.765721737333084,0.0129926148781557,-0.0518021319222922,0.0027048418180047,phone_A,9.767426731358102,0.05347508842748243
116,1,19,Standing,-0.1368379892464667,0.1431468478686532,9.7913600602023,0.0280631484284759,-0.0562126588439113,-0.0079608739745835,phone_A,9.793362419714718,0.06333070999491344
117,1,20,Standing,-0.1145976924297818,0.1720009231314231,9.812331701904975,0.024919526630029,-0.0456094099199191,-0.0073280230974816,phone_A,9.814508157665246,0.0524871508392784
118,1,21,Standing,-0.1255437803376697,0.1806533933767363,9.769456817691696,0.0187635338352594,-0.0448749595108899,-0.0019557232477198,phone_A,9.771933452601013,0.04867912331290082
119,1,22,Standing,-0.1463493192414216,0.1915554402837114,9.832068109891706,0.0174747006893573,-0.0568569478950267,-0.0042474164729256,phone_A,9.835022873765682,0.05963319742236605
120,1,23,Standing,-0.0787376288087048,0.2086247114916888,9.827319682653544,0.0271682084512983,-0.0532130280763486,0.0049752933374552,phone_A,9.82984923737415,0.059954077853813965
121,1,0,Laying,7.464429112832132,0.1063281800776991,6.4235987931862235,0.0154989326081624,-0.0028347727809053,-0.0039091324669419,phone_A,9.84843282549046,0.016233735409813127
122,1,1,Laying,7.411281029817431,0.0532846929788229,6.441703004862089,0.0212105042617335,-0.0133583184033207,-0.0202621045446338,phone_A,9.819646804457216,0.03223170864504674
123,1,2,Laying,7.455246520675994,0.1311352677583293,6.46156537376594,0.0167013107059371,-0.009216675347358,-0.0148167039538745,phone_A,9.866596384871155,0.024153997594841443
124,1,3,Laying,7.453973181763326,0.0987356100164633,6.391166999910407,0.0254019338327167,0.0039536975747755,-0.0029985866071337,phone_A,9.819291244070318,0.025882068862341446
125,1,4,Laying,7.431503283391613,0.1259042934513175,6.432404772349538,0.0152581484918486,0.0009500897309258,-0.0063609481633938,phone_A,9.829492565616748,0.016558243488773057
126,1,5,Laying,7.473782077875411,0.1187254660833152,6.4247568272926125,0.0013834075648765,-0.0058568807491332,-0.0138691654063315,phone_A,9.856419967397464,0.015118552102245341
127,1,6,Laying,7.423960730297529,0.1430884712161058,6.459237764156904,0.0197124719653078,-0.0046585686447795,-0.0027868471692747,phone_A,9.841616723359301,0.020446279122277068
128,1,7,Laying,7.456849470923618,0.1043233895623773,6.388405341171635,0.0134022167624315,-0.0056796867828575,-0.0190640443001398,phone_A,9.819735750249796,0.02398574662536605
129,1,8,Laying,7.455774642655108,0.0954447489769359,6.460364406798205,0.0158409080365459,-0.0058467224583677,-0.0101110970926237,phone_A,9.865799181556012,0.019681280835960577
130,1,9,Laying,7.458580226417865,0.09052782821041,6.388002660556096,0.0090181237269066,-0.0102868980041472,-0.0194587694661095,phone_A,9.820651316122767,0.023786351869017636
131,1,10,Laying,7.470588793042093,0.103527222697298,6.3699891300381175,0.008631805678178,0.0002472325294533,-0.0059511711381615,phone_A,9.818206369666981,0.010487403449144705
132,1,11,Laying,7.483699743584545,0.0928497220748286,6.393080579009391,0.0023051062499979,-0.0035979526489417,-0.0103762764798172,phone_A,9.843061628005984,0.011221670627558697
133,1,12,Laying,7.49039437401987,0.1174981752118851,6.410408306583452,0.0007786015562933,-0.0075409032301766,-0.0116890514370127,phone_A,9.859672832129917,0.013932170161445734
134,1,13,Laying,7.453227638508677,0.07366779974149,6.4195019644541595,0.0046550309280243,-0.0093775042970462,-0.0114584863703132,phone_A,9.836972839638177,0.015521076305483331
135,1,14,Laying,7.448209725889051,0.092333089008024,6.419435462040246,0.0002768014219787,-0.0085015993506694,-0.0050288460957767,phone_A,9.833285573573763,0.00988145250464325
136,1,15,Laying,7.429098615460975,0.0314324876951979,6.365445721827822,0.006723545998757,-0.005455883217518,-0.0146822878980732,phone_A,9.783219995331956,0.0170453017105155
137,1,16,Laying,7.488307895895412,0.0156535782135047,6.42123902065793,0.0153551925666035,-0.0124574347518477,-0.016568674581944,phone_A,9.864446803478666,0.025797104425814447
138,1,17,Laying,7.438845321535442,0.0582527601551531,6.40249672653367,0.013992566737693,0.0052621872139175,-0.0166100859119401,phone_A,9.81487531429054,0.02234675574183287
139,1,18,Laying,7.504921150462394,0.0796533140295844,6.453773461106216,0.0043136103770283,-0.0050690294715747,-0.0126969447595605,phone_A,9.898554339517089,0.014335783916334327
140,1,19,Laying,7.5363063971866,0.0982181527382766,6.391494390109792,0.0101390228752608,-0.0081412691274504,-0.018113703978814,phone_A,9.88214356587719,0.022297675208477252
141,1,20,Laying,7.479004904142877,0.0759089431580438,6.41535380497478,0.0038676840137798,-0.0040870714095211,-0.0129002553506206,phone_A,9.85383382074454,0.014074079737168893
142,1,21,Laying,7.407236127069799,0.0900195949072065,6.383022657643525,-0.0054029797123073,-0.0066144300718406,-0.0152098389060548,phone_A,9.778457384353928,0.01744368293953464
143,1,22,Laying,7.43761008961599,0.0923861783238357,6.373174644591349,0.0002856837154642,-0.009951346582571,-0.0162451636529128,phone_A,9.79509745237713,0.019052985490511667
144,1,23,Laying,7.461125389344314,0.0447036648998456,6.423965990038542,0.0025925424455971,-0.0179922696683855,-0.0279567853778945,phone_A,9.845695990347542,0.03334703724197673
145,2,0,Walking,-0.2161693647914187,0.780638047813539,9.954068470116662,0.5321407340917228,0.0348509321741869,0.1128143291117374,phone_B,9.98697171637825,0.5450829489224726
146,2,1,Walking,0.4896431888480358,0.7354941764367123,9.998302515803887,0.447844524676061,0.2115250403485414,0.1212117407885354,phone_B,10.037268320289536,0.5099018014105914
147,2,2,Walking,1.3982646642962513,0.4541899637822902,10.010619815489866,0.3011936985470898,0.2960740845265286,0.0614411219180326,phone_B,10.11800087393248,0.4267932977862279
148,2,3,Walking,1.491412439071072,0.0871530537588665,10.24138080564742,0.0315295619995184,0.4302787646791145,-0.0381297221590624,phone_B,10.349772341673937,0.43311407772732763
149,2,4,Walking,1.096792612554752,-0.3135256953087174,9.76586095555567,-0.211762884200594,0.3396103991150982,-0.0834704195278465,phone_B,9.832257756986449,0.408834995136455
150,2,5,Walking,0.5817894360027092,-0.4936160216335006,9.834167370785584,-0.3202925282223461,0.2157231105247199,-0.0886178996402504,phone_B,9.8637205759937,0.39620309966754724
151,2,6,Walking,-0.3425356073356702,-0.7135198944686039,9.409704329663132,-0.3888068147549359,0.0224966828640863,-0.1047882232695928,phone_B,9.442932640540034,0.4033080853091893
152,2,7,Walking,-0.6032133799851445,-0.5123841842451393,9.456616669982068,-0.2944579633045734,-0.1139459479493988,-0.0378726940187462,phone_B,9.48967874993882,0.3179992329547387
153,2,8,Walking,-1.2047051949753151,0.0207061879608956,9.605849991020738,-0.0711617385506537,-0.1931207617008147,0.0168646481461272,phone_B,9.681120668755943,0.2065043292295518
154,2,9,Walking,-1.2819737270351608,0.4400286898171304,9.620890593705251,0.1774456297854175,-0.1884691066596185,0.1365661502688108,phone_B,9.715895105481367,0.29267365630384556
155,2,10,Walking,-0.7197869725451974,0.7427187265061281,9.65683486215292,0.3947523593114653,-0.1965499305289288,0.1830406419373806,phone_B,9.71206383563456,0.47745698965848565
156,2,11,Walking,-0.6004046065328962,0.6978983227113683,9.953173751551375,0.5089486072797279,-0.0020825072012804,0.1600389939813455,phone_B,9.995659832595372,0.5335217908228109
